,Compound Score,Date,Negative Score,Neutral Score,News Outlet,Positive Score,Tweet Count,Tweet Text
16,0.4515,2018-10-03 23:06:04+00:00,0.0,0.881,@CBS,0.119,17,"RT @colbertlateshow: Is the Earth round or flat? Or neither? Damon Wayans Jr., star of @HappyTogether on @CBS, helps us settle this #FlatEa…"
17,0.0,2018-10-03 23:04:52+00:00,0.0,1.0,@CBS,0.0,18,RT @JanelleRichrdsn: @netflix @PrimeVideo @hallmarkchannel @hulu @cbs @nbc @UniversalTV @21CF_Impact @IFC @TNTDrama @HallmarkDrama @AMC_TV…
18,0.0,2018-10-03 23:04:44+00:00,0.0,1.0,@CBS,0.0,19,@JanelleRichrdsn @netflix @PrimeVideo @hallmarkchannel @hulu @CBS @nbc @UniversalTV @21CF_Impact @IFC @tntdrama… https://t.co/jU7reAMxl5
19,0.09,2018-10-03 23:04:24+00:00,0.091,0.798,@CBS,0.111,20,"No hope for @JeffFlake, he's a Dem-in-disguise. But I believe @lisamurkowski &amp; @SenatorCollins are reasonable ppl w… https://t.co/54qcwoQfN5"
20,0.893,2018-10-03 23:03:43+00:00,0.0,0.584,@CBS,0.416,21,@SEALTeamCBS @David_Boreanaz @CBS Welcome back! You are all amazingly talented and make every episode a joy to watc… https://t.co/LRVYgzmX6c
21,0.2158,2018-10-03 23:02:52+00:00,0.119,0.736,@CBS,0.145,22,RT @SaraRamirez: For the record @CBS has been nothing but gracious and generous to me. They are open to Callie coming back! The ball is in…
22,0.3182,2018-10-03 23:02:34+00:00,0.0,0.874,@CBS,0.126,23,RT @cykelly1718: @WR_Patterson @AnnCoulter @realDonaldTrump @MSNBC @FoxNews @CNN @ABC @CBS @NBCNews @cspan Truth? #SerialLIAR trump has NEV…
23,0.0,2018-10-03 23:02:28+00:00,0.0,1.0,@CBS,0.0,24,@TomPerez @DNC @USSenate @MSNBC @CNN @CBS @ABC @NBCNews @SteveKornacki @mmurraypolitics https://t.co/RRV0DMXLP3
24,0.7027,2018-10-03 23:02:26+00:00,0.0,0.789,@CBS,0.211,25,RT @cykelly1718: @AnnCoulter @realDonaldTrump That is a WOW! The #MSM (@MSNBC @FoxNews @CNN @ABC @CBS @NBCNews @cspan) are finally getting…
25,0.1867,2018-10-03 23:02:11+00:00,0.0,0.927,@CBS,0.073,26,"RT @SEALTeamWriters: It's go time, boys. 👏🏽👏🏽👏🏽 Season 2 of @SEALTeamCBS premieres in TWO HOURS at 9/8c on @CBS. Don't miss it! ❤️🇺🇸⚓️ #SEA…"
26,0.3612,2018-10-03 23:02:03+00:00,0.0,0.902,@CBS,0.098,27,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
27,0.75,2018-10-03 23:01:56+00:00,0.0,0.748,@CBS,0.252,28,RT @SEALTeamBrigade: Tonight they shine!  #sealteam is back for an exciting season 2. Tonight 8/9C on @cbs @SEALTeamCBS   Thanks AJ @David_…
28,0.3182,2018-10-03 23:01:54+00:00,0.0,0.892,@CBS,0.108,29,"RT @DearAuntCrabby: A plea to the media: @ABC @CBS @NBCnews @PBS @CNN @MSNBC 

Please Don't cover @RealDonaldTrump's rally's. Use only one…"
29,0.0,2018-10-03 23:01:50+00:00,0.0,1.0,@CBS,0.0,30,"RT @carlquintanilla: Premiering on this date in 1959, a new series on @CBS called “The Twilight Zone”.

Pilot ep: “Where Is Everybody?”, st…"
30,0.0,2018-10-03 23:01:44+00:00,0.0,1.0,@CBS,0.0,31,RT @SEALTeamBrigade: @AjohnBuckley is taking over @SEALTeamCBS on IG today!  #sealteam - Tonight 8/9C on @cbs @SEALTeamCBS @David_Boreanaz…
31,0.4515,2018-10-03 23:01:26+00:00,0.0,0.881,@CBS,0.119,32,"RT @colbertlateshow: Is the Earth round or flat? Or neither? Damon Wayans Jr., star of @HappyTogether on @CBS, helps us settle this #FlatEa…"
32,0.0,2018-10-03 23:01:23+00:00,0.0,1.0,@CBS,0.0,33,@colbertlateshow @happytogether @CBS @wayansjr The Earth is a donut https://t.co/4ts1typWFb
33,-0.2168,2018-10-03 23:01:21+00:00,0.145,0.855,@CBS,0.0,34,@cbs WHY isn't NCIS and NCISNola on demand?  What is with that?
34,0.3612,2018-10-03 23:01:16+00:00,0.0,0.902,@CBS,0.098,35,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
35,0.3612,2018-10-03 23:00:30+00:00,0.0,0.902,@CBS,0.098,36,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
36,0.4515,2018-10-03 23:00:19+00:00,0.0,0.881,@CBS,0.119,37,"RT @colbertlateshow: Is the Earth round or flat? Or neither? Damon Wayans Jr., star of @HappyTogether on @CBS, helps us settle this #FlatEa…"
37,0.5848,2018-10-03 23:00:18+00:00,0.0,0.807,@CBS,0.193,38,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
38,-0.3412,2018-10-03 23:00:03+00:00,0.118,0.882,@CBS,0.0,39,"RT @SEALTeamCBS: Coming back from deployment isn't easy.

Here, SEAL Team star @David_Boreanaz explains how it affects relationship dynamic…"
39,0.1867,2018-10-03 23:00:01+00:00,0.0,0.92,@CBS,0.08,40,"It's go time, boys. 👏🏽👏🏽👏🏽 Season 2 of @SEALTeamCBS premieres in TWO HOURS at 9/8c on @CBS. Don't miss it! ❤️🇺🇸⚓️… https://t.co/n42PrvKbM2"
40,0.4515,2018-10-03 22:59:59+00:00,0.0,0.881,@CBS,0.119,41,"RT @colbertlateshow: Is the Earth round or flat? Or neither? Damon Wayans Jr., star of @HappyTogether on @CBS, helps us settle this #FlatEa…"
41,0.4576,2018-10-03 22:59:56+00:00,0.0,0.875,@CBS,0.125,42,I really wish the news outlets would report the NEWs without their opinions. We are all adults and can make up our… https://t.co/RUWeTI4b7X
42,0.4515,2018-10-03 22:59:39+00:00,0.0,0.871,@CBS,0.129,43,"Is the Earth round or flat? Or neither? Damon Wayans Jr., star of @HappyTogether on @CBS, helps us settle this… https://t.co/csubLTK6Op"
43,0.3612,2018-10-03 22:59:38+00:00,0.0,0.902,@CBS,0.098,44,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
44,0.0,2018-10-03 22:59:27+00:00,0.0,1.0,@CBS,0.0,45,Season 14 Premiere of @CrimMinds_CBS tonight at 9pm on @CBS #300thEpisode https://t.co/7Ao7yzY4w7
45,0.6588,2018-10-03 22:59:22+00:00,0.0,0.715,@CBS,0.285,46,"@Mandy_Scorpion @CBS @NetflixLifee @TheCW @AXNIndia @warnerbrostv They are awesome!  
#SaveScorpion #ReviveScorpion #SaveShadowhunters"
46,0.5473,2018-10-03 22:59:22+00:00,0.0,0.843,@CBS,0.157,47,"@PopBreakDotCom @happytogether @AllisonMLips @CBS LOL, this show is about Harry Styles who is an executive producer along with Ben Winston."
47,-0.25,2018-10-03 22:59:20+00:00,0.087,0.913,@CBS,0.0,48,@MadamSecretary @CBS After what Clinton said I'm torn if I'm going to watch the opening show or not after what she… https://t.co/lTCjaWC4us
48,0.0,2018-10-03 22:59:10+00:00,0.0,1.0,@CBS,0.0,49,RT @lisawentworth6: @PopBreakDotCom @AllisonMLips @happytogether @CBS Um I thought I should mention to you that the show is actually inspir…
49,0.4588,2018-10-03 22:59:02+00:00,0.0,0.824,@CBS,0.176,50,"RT @Mandy_Scorpion: My favorite couple ❤🦂😍
#SaveScorpion #TeamScorpion #ReviveScorpion @CBS @NetflixLifee @TheCW @AXNIndia @warnerbrostv ht…"
50,0.0,2018-10-03 22:58:44+00:00,0.0,1.0,@CBS,0.0,51,@CBS - why is this man still employed by you? https://t.co/URkXhb1fp9
51,0.0,2018-10-03 22:58:18+00:00,0.0,1.0,@CBS,0.0,52,@NBC @CBS @CNN @NSNBC @ABC @FoxNews The Crowd Gasped and Loudly Booed: Senator Lindsey Graham After His Trailer Par… https://t.co/0LKQTZLPyK
52,0.3612,2018-10-03 22:58:13+00:00,0.0,0.902,@CBS,0.098,53,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
53,-0.7351,2018-10-03 22:57:51+00:00,0.237,0.763,@CBS,0.0,54,@Reuters We are sick and tired of sexual allegations trying to control politics and people. Shut down the sexual allegations industry. @CBS
54,0.2732,2018-10-03 22:55:52+00:00,0.0,0.9,@CBS,0.1,55,"RT @mikedigitalhome: @MadamSecretary @CBS Ah the food in the Harry S Truman building cafeteria leaves something to be desired, eh? @Diplopu…"
55,0.3612,2018-10-03 22:55:23+00:00,0.0,0.902,@CBS,0.098,56,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
56,0.5848,2018-10-03 22:55:07+00:00,0.0,0.807,@CBS,0.193,57,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
57,-0.3818,2018-10-03 22:54:19+00:00,0.102,0.898,@CBS,0.0,58,RT @jamdownrocks: Just do a one time sweep. Get rid of all these lunatics. Including the suits at CBS Daytime &amp; start everything all over.…
58,0.5848,2018-10-03 22:53:29+00:00,0.0,0.807,@CBS,0.193,59,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
59,0.5473,2018-10-03 22:52:52+00:00,0.0,0.718,@CBS,0.282,60,@survivorcbs @JeffProbst @CBS @CBSAllAccess LOL I guess natalie is sitting out
60,0.8687,2018-10-03 22:52:50+00:00,0.0,0.635,@CBS,0.365,61,RT @SEALTeamBrigade: Sexy @maxthieriot !  #sealteam is back for an exciting season 2. Tonight 8/9C on @cbs @SEALTeamCBS   Thanks AJ @David_…
61,0.5848,2018-10-03 22:52:25+00:00,0.0,0.807,@CBS,0.193,62,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
62,-0.3412,2018-10-03 22:51:35+00:00,0.118,0.882,@CBS,0.0,63,"RT @SEALTeamCBS: Coming back from deployment isn't easy.

Here, SEAL Team star @David_Boreanaz explains how it affects relationship dynamic…"
63,0.0,2018-10-03 22:51:35+00:00,0.0,1.0,@CBS,0.0,64,RT @SEALTeamBrigade: #Nolafox posted this.  Behind the scenes of #SEALTeam with @ToniTrucks and @JuddLormand Tonight 8/9C on @cbs @SEALTeam…
64,-0.3412,2018-10-03 22:51:20+00:00,0.118,0.882,@CBS,0.0,65,"RT @SEALTeamCBS: Coming back from deployment isn't easy.

Here, SEAL Team star @David_Boreanaz explains how it affects relationship dynamic…"
65,0.75,2018-10-03 22:51:12+00:00,0.0,0.748,@CBS,0.252,66,RT @SEALTeamBrigade: Tonight they shine!  #sealteam is back for an exciting season 2. Tonight 8/9C on @cbs @SEALTeamCBS   Thanks AJ @David_…
66,0.9001,2018-10-03 22:51:01+00:00,0.0,0.6,@CBS,0.4,67,"We are proud to support the success of women leaders in #technology, like CBS Corp.’s Naomi Waltman who is being re… https://t.co/hDXRqU9j9q"
67,0.3612,2018-10-03 22:51:01+00:00,0.0,0.902,@CBS,0.098,68,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
68,0.0,2018-10-03 22:50:52+00:00,0.0,1.0,@CBS,0.0,69,Who Else is Looking Forward to @TylerCrispen2 and @AngelaRummans2  on the @AmazingRaceCBS ??  we all know the… https://t.co/NfUiddpak0
69,0.3612,2018-10-03 22:49:37+00:00,0.0,0.902,@CBS,0.098,70,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
70,0.0,2018-10-03 22:48:31+00:00,0.0,1.0,@CBS,0.0,71,1x2 — I'm watching FBI #FBI @CBS via @TelfieApp #Telfie https://t.co/3847j62m5n
71,0.3182,2018-10-03 22:47:29+00:00,0.0,0.901,@CBS,0.099,72,RT @colleenv123: Please give this more coverage than you give the few preachers in Trump's corner. @MSNBC @CBS @NBCNews @ABC @NewsHour @Fox…
72,0.5848,2018-10-03 22:47:19+00:00,0.0,0.807,@CBS,0.193,73,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
73,0.4588,2018-10-03 22:47:10+00:00,0.0,0.8,@CBS,0.2,74,"My favorite couple ❤🦂😍
#SaveScorpion #TeamScorpion #ReviveScorpion @CBS @NetflixLifee @TheCW @AXNIndia @warnerbrostv https://t.co/VpevMU3U3d"
74,0.3612,2018-10-03 22:47:03+00:00,0.0,0.902,@CBS,0.098,75,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
75,0.5859,2018-10-03 22:46:18+00:00,0.0,0.84,@CBS,0.16,76,RT @happytogether: The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in with th…
76,-0.7712,2018-10-03 22:46:04+00:00,0.295,0.705,@CBS,0.0,77,"Absolutely! Dems did such a bottom-feeder smear job, it should disgust all Americans who believe in presumption of… https://t.co/zqe32mlLUE"
77,0.5848,2018-10-03 22:45:59+00:00,0.0,0.807,@CBS,0.193,78,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
78,0.0,2018-10-03 22:45:34+00:00,0.0,1.0,@CBS,0.0,79,@EnBolden2 @CNN @MSNBC @ABC @CBS @nbc Exactly GI Jane. Babble...is what it is. I was NOT referring to the snippets/… https://t.co/BX95Nx2qcD
79,0.683,2018-10-03 22:45:27+00:00,0.049,0.678,@CBS,0.273,80,"RT @MadamSecretary: When a delicate situation arises, Bess turns to those who know best for advice. You won't want to miss #MadamSecretary'…"
80,0.5848,2018-10-03 22:45:19+00:00,0.0,0.807,@CBS,0.193,81,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
81,0.0,2018-10-03 22:45:16+00:00,0.0,1.0,@CBS,0.0,82,@Seachelles26 @CBS I mean they’re taking everything else away! I don’t even know if I dare post a screenshot from the show.
82,0.0,2018-10-03 22:45:02+00:00,0.0,1.0,@CBS,0.0,83,Brandon Michael Hall and @JOEtheMORTON star in the @CBS family drama @GodFriendedMe about a young man who hears fro… https://t.co/XQfu8pkkEf
83,0.5848,2018-10-03 22:45:00+00:00,0.0,0.807,@CBS,0.193,84,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
84,0.0,2018-10-03 22:44:54+00:00,0.0,1.0,@CBS,0.0,85,@Merschky @CBS that was the first thing I noticed!!! now if we could just locate Louie &amp; their pillows!!!
85,0.5848,2018-10-03 22:44:52+00:00,0.0,0.807,@CBS,0.193,86,RT @survivorcbs: Sit back and relax... it's #Survivor night! Join @JeffProbst for all the adventure tonight at 8/7c on @CBS and @cbsallacce…
86,-0.3818,2018-10-03 22:44:43+00:00,0.148,0.852,@CBS,0.0,87,@RyanAFournier @cnn @msnbc @abc @nbc @cbs @theview will you show this video and condemn her actions?
87,0.0,2018-10-03 22:43:33+00:00,0.0,1.0,@CBS,0.0,88,@Merschky @CBS I smell a copyright claim coming
88,-0.3818,2018-10-03 22:43:21+00:00,0.14,0.86,@CBS,0.0,89,@DevinSenaUI @clcyouthprolife @cnn @msnbc @nbc @cbs @abc @TheView will you show this video and condemn his actions?
89,0.3612,2018-10-03 22:43:15+00:00,0.0,0.902,@CBS,0.098,90,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
90,-0.3818,2018-10-03 22:43:08+00:00,0.237,0.636,@CBS,0.127,91,@CBS Those poor gullible people in Mississippi  laughed at Trump's inaccurate portrayal of Dr Ford's testimony. It… https://t.co/z0E0V9c2wb
91,0.636,2018-10-03 22:43:00+00:00,0.0,0.544,@CBS,0.456,92,@ScottBakula @NCISNewOrleans @CBS @JDS_PR Loved it!
92,0.3612,2018-10-03 22:42:51+00:00,0.0,0.902,@CBS,0.098,93,RT @CBSWatch: Stylin’ and profilin’. See the cast of @CrimMinds_CBS like you never have before 👉 https://t.co/snhiKhXWBW Then catch them fo…
93,0.1695,2018-10-03 22:42:42+00:00,0.0,0.878,@CBS,0.122,94,@kwilli1046 @ThePatriot006 Let’s not forget @GrahamLedger @Liz_Wheeler @oann @JoeTalkShow @newsmax @BillOReilly and… https://t.co/jprPZf24v8
94,-0.3612,2018-10-03 22:42:09+00:00,0.146,0.731,@CBS,0.123,95,@YandR_CBS Want to apologize to the @cbs sudser for plummeting ratings.😞Many of its viewers are blaming it on @malyoung.🙁
95,0.0,2018-10-03 22:41:59+00:00,0.0,1.0,@CBS,0.0,96,RT @ATWATEROBSERVER: RESIST! @CBS @ABC7 @NBCLA @FoxNews @FOXLA @OANN @SenateGOP @WhiteHouse @lisamurkowski @SenBobCorker @HouseGOP @DC #Was…
96,0.0,2018-10-03 22:40:24+00:00,0.0,1.0,@CBS,0.0,97,"RT @OfficialSDSA: The elite SEAL TEAM, is back for another season on CBS at 9PM. Set Decoration for the missions each week provided by Sand…"
97,0.0,2018-10-03 22:40:22+00:00,0.0,1.0,@CBS,0.0,98,#WalkAwayFromDemocrats2018 @CNN @MSNBC @ABC @CBS @NBC @SenSchumer @SenFeinstein @nytimes @USAToday https://t.co/YGWz0CQKtW
98,0.0,2018-10-03 22:40:20+00:00,0.0,1.0,@CBS,0.0,99,RT @RokuPlayer: #OnThisDay in 1955: The first episode of Captain Kangaroo aired on @CBS. https://t.co/0xJHiHPK5F
99,0.0,2018-10-03 22:39:47+00:00,0.0,1.0,@CBS,0.0,100,"RT @SEALTeamWriters: Back on the beach, back in action. Bravo team is BACK! 👏🏽👏🏽👏🏽 Season 2 of @SEALTeamCBS premieres TONIGHT at 9/8c on @C…"
0,-0.2263,2018-10-03 23:09:55+00:00,0.393,0.345,@CNN,0.262,1,@CNN Wtf ever 😂
1,0.0,2018-10-03 23:09:54+00:00,0.0,1.0,@CNN,0.0,2,@CNN #HimToo #ConfirmKavanaughNOW
2,0.5106,2018-10-03 23:09:53+00:00,0.0,0.875,@CNN,0.125,3,"RT @CNN: Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

Angela Merkel - 5…"
3,-0.765,2018-10-03 23:09:53+00:00,0.309,0.691,@CNN,0.0,4,RT @CNN: High blood pressure. Anxiety. Depression. Insomnia. These are just a few of the possible long-term health consequences facing mid-…
4,0.34,2018-10-03 23:09:53+00:00,0.117,0.691,@CNN,0.191,5,RT @CNN: A 'Stop Kavanaugh' vigil is happening outside the Supreme Court. Watch live: https://t.co/cHVi0oaTEG https://t.co/Wu2ODUU7Xt
5,0.0,2018-10-03 23:09:53+00:00,0.0,1.0,@CNN,0.0,6,"RT @RVAwonk: #BREAKING: Per @CNN, five law enforcement officers have been shot in Florence, South Carolina. The shooter is reportedly in cu…"
6,-0.5334,2018-10-03 23:09:51+00:00,0.197,0.803,@CNN,0.0,7,@flipflop_1117 @DevilsA63435154 @CNNSitRoom @CNN @SenBlumenthal But they never are...I had a friend who was falsely… https://t.co/PR22sKID8L
7,0.0,2018-10-03 23:09:51+00:00,0.0,1.0,@CNN,0.0,8,"@CNN Not all disabilities are physical. PTSD, bi polar.."
8,0.5574,2018-10-03 23:09:51+00:00,0.0,0.847,@CNN,0.153,9,RT @CNN: The allegations made against Supreme Court nominee Brett Kavanaugh have dredged up emotions for many. President Trump himself face…
9,-0.296,2018-10-03 23:09:51+00:00,0.355,0.645,@CNN,0.0,10,@CNN Stop talking and act
10,0.0,2018-10-03 23:09:51+00:00,0.0,1.0,@CNN,0.0,11,@drektek @CNN Hillary isnt listed neither is obama...
11,0.0,2018-10-03 23:09:51+00:00,0.0,1.0,@CNN,0.0,12,"@BrettKavanaugh8 @RealSusanSwift @CNN Why not?
The US already had a sexual predator as President.
(You guess how many.)"
12,0.0,2018-10-03 23:09:50+00:00,0.0,1.0,@CNN,0.0,13,@CNN Yawn #MAGA2KAG
13,-0.4497,2018-10-03 23:09:49+00:00,0.109,0.891,@CNN,0.0,14,"RT @CNN: The mayor can never make right the blight on Tulsa that is its 1921 race massacre, but finding the victims almost a century later…"
14,-0.3412,2018-10-03 23:09:47+00:00,0.103,0.897,@CNN,0.0,15,RT @CNN: Getting caught doing yoga on a paddleboard is not a good look for someone claiming disability. A Seattle man learned this lesson t…
15,-0.4973,2018-10-03 23:09:47+00:00,0.392,0.608,@CNN,0.0,16,@CNN Hillary voters not the brightest.
16,0.0,2018-10-03 23:09:47+00:00,0.0,1.0,@CNN,0.0,17,"RT @TulchinResearch: Check out what Ben Tulchin said to @CNN about the #Kavanaugh hearings: ""College-educated white women have identified v…"
17,0.0,2018-10-03 23:09:47+00:00,0.0,1.0,@CNN,0.0,18,@CNN 🤷‍♂️
18,0.0,2018-10-03 23:09:46+00:00,0.0,1.0,@CNN,0.0,19,@smartvalueblog @myguykb @QProofs @NormaZapo @CNN @MSNBC @realDonaldTrump We know Kavanaugh is the key because Grah… https://t.co/rk93pZRJR1
19,0.2263,2018-10-03 23:09:46+00:00,0.0,0.863,@CNN,0.137,20,@CNN I can’t believe any American is surprised at the results of this poll.
20,-0.8807,2018-10-03 23:09:45+00:00,0.362,0.638,@CNN,0.0,21,@CNN The thing about CNN is that they are stupid liberal.  Their ratings are terrible because they preach hate.  Th… https://t.co/a008Nh8F0N
21,0.5106,2018-10-03 23:09:45+00:00,0.0,0.875,@CNN,0.125,22,"RT @CNN: Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

Angela Merkel - 5…"
22,0.0,2018-10-03 23:09:43+00:00,0.0,1.0,@CNN,0.0,23,@CNN Twenty five years ago I got a call from our police department doing a background check on a colleague looking… https://t.co/C4sCTX1aFp
23,0.0,2018-10-03 23:09:43+00:00,0.0,1.0,@CNN,0.0,24,"RT @HNIJohnMiller: Oh, look at that. @cnn doxxed somebody. I wonder who gave them the unredacted letter from the ex-boyfriend. https://t.co…"
24,0.0,2018-10-03 23:09:42+00:00,0.0,1.0,@CNN,0.0,25,@CNN y’all keep talking but don’t explain how background checks work. Learn how they start and how they are done and then speak on it.
25,-0.3412,2018-10-03 23:09:42+00:00,0.103,0.897,@CNN,0.0,26,RT @CNN: Getting caught doing yoga on a paddleboard is not a good look for someone claiming disability. A Seattle man learned this lesson t…
26,-0.5719,2018-10-03 23:09:41+00:00,0.188,0.812,@CNN,0.0,27,"@kimula1957 @TheTruthMonkey @CNN @donlemon devils Triangle, a drinking game, Lie, Ralph club, is for people with we… https://t.co/Sw3TL0ZP5d"
27,-0.5423,2018-10-03 23:09:40+00:00,0.412,0.588,@CNN,0.0,28,@lipocky @CNN Trump would fail kindergarden.
28,-0.0772,2018-10-03 23:09:39+00:00,0.136,0.741,@CNN,0.123,29,@CNNSitRoom @CNN @SenBlumenthal who cares what this liar &amp; phony says ? i would take the judge over da nang everyti… https://t.co/XV8bgFWDut
29,0.5574,2018-10-03 23:09:38+00:00,0.0,0.847,@CNN,0.153,30,RT @CNN: The allegations made against Supreme Court nominee Brett Kavanaugh have dredged up emotions for many. President Trump himself face…
30,-0.4767,2018-10-03 23:09:38+00:00,0.608,0.392,@CNN,0.0,31,@CNN fake news，absolutely！
31,-0.4767,2018-10-03 23:09:37+00:00,0.608,0.392,@CNN,0.0,32,@CNN CNN FAKE
32,0.0,2018-10-03 23:09:37+00:00,0.0,1.0,@CNN,0.0,33,"@CNN Who conducted this survey, the DNC?"
33,0.0,2018-10-03 23:09:37+00:00,0.0,1.0,@CNN,0.0,34,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…
34,0.0,2018-10-03 23:09:37+00:00,0.0,1.0,@CNN,0.0,35,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…
35,-0.3412,2018-10-03 23:09:36+00:00,0.103,0.897,@CNN,0.0,36,RT @CNN: Getting caught doing yoga on a paddleboard is not a good look for someone claiming disability. A Seattle man learned this lesson t…
36,0.1111,2018-10-03 23:09:36+00:00,0.15,0.679,@CNN,0.171,37,@CNN LOL - mention to her that people already knew those movies she was in were terrible.
37,-0.6249,2018-10-03 23:09:36+00:00,0.17,0.83,@CNN,0.0,38,@CNN 🤣🤣🤣🤣🤣🤣Merkel the woman who told migrants come one come all and caused one of the biggest migration crisis to… https://t.co/xWCnmIAXdB
38,0.5106,2018-10-03 23:09:36+00:00,0.0,0.875,@CNN,0.125,39,"RT @CNN: Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

Angela Merkel - 5…"
39,-0.6972,2018-10-03 23:09:36+00:00,0.259,0.632,@CNN,0.109,40,RT @Pinkflwers1: HAHAHAHAHAHA You take $$ from the @NRA you approve of rape and sexual assaults FACTS VOTE SMART @TexasMonthly he needs to…
40,0.5106,2018-10-03 23:09:35+00:00,0.0,0.875,@CNN,0.125,41,"RT @CNN: Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

Angela Merkel - 5…"
41,0.0,2018-10-03 23:09:35+00:00,0.0,1.0,@CNN,0.0,42,@ScottforFlorida @CNN @wolfblitzer @NelsonForSenate He’s afraid of you! https://t.co/KydF4gNBTA
